Start_Date,End_Date,Pay_Plan_Type,Pay_Plan,Pay_Plan_Level,Biweekly_Pay_Rate,Hourly_Pay_Rate
04/01/2014,03/31/2015,Excluded,MS 09,4,"7,152.20",
04/01/2012,03/31/2013,Excluded,MS 09,5,"6,977.76",
04/01/2013,03/31/2014,Excluded,MS 09,5,"7,152.20",
04/01/2014,03/31/2015,Excluded,MS 09,5,"7,366.77",
04/01/2012,03/31/2013,Excluded,MS 09,6,"7,187.08",
04/01/2013,03/31/2014,Excluded,MS 09,6,"7,366.76",
04/01/2014,03/31/2015,Excluded,MS 09,6,"7,587.76",
04/01/2012,03/31/2013,Excluded,MS 10,1,"6,509.63",
04/01/2013,03/31/2014,Excluded,MS 10,1,"6,672.37",
04/01/2014,03/31/2015,Excluded,MS 10,1,"6,872.54",
04/01/2012,03/31/2013,Excluded,MS 10,2,"6,704.92",
04/01/2013,03/31/2014,Excluded,MS 10,2,"6,872.54",
04/01/2014,03/31/2015,Excluded,MS 10,2,"7,078.72",
04/01/2012,03/31/2013,Excluded,MS 10,3,"6,906.07",
04/01/2013,03/31/2014,Excluded,MS 10,3,"7,078.72",
04/01/2014,03/31/2015,Excluded,MS 10,3,"7,291.08",
04/01/2012,03/31/2013,Excluded,MS 10,4,"7,113.25",
04/01/2013,03/31/2014,Excluded,MS 10,4,"7,291.08",
04/01/2014,03/31/2015,Excluded,MS 10,4,"7,509.81",
04/01/2012,03/31/2013,Excluded,MS 10,5,"7,326.64",
04/01/2013,03/31/2014,Excluded,MS 10,5,"7,509.81",
04/01/2014,03/31/2015,Excluded,MS 10,5,"7,735.10",
04/01/2012,03/31/2013,Excluded,MS 10,6,"7,546.45",
04/01/2013,03/31/2014,Excluded,MS 10,6,"7,735.11",
04/01/2014,03/31/2015,Excluded,MS 10,6,"7,967.16",
04/01/2012,03/31/2013,Excluded,MS 11,1,"6,835.12",
04/01/2013,03/31/2014,Excluded,MS 11,1,"7,006.00",
04/01/2014,03/31/2015,Excluded,MS 11,1,"7,216.18",
04/01/2012,03/31/2013,Excluded,MS 11,2,"7,040.16",
04/01/2013,03/31/2014,Excluded,MS 11,2,"7,216.16",
04/01/2014,03/31/2015,Excluded,MS 11,2,"7,432.64",
04/01/2012,03/31/2013,Excluded,MS 11,3,"7,251.37",
04/01/2013,03/31/2014,Excluded,MS 11,3,"7,432.65",
04/01/2014,03/31/2015,Excluded,MS 11,3,"7,655.63",
04/01/2012,03/31/2013,Excluded,MS 11,4,"7,468.91",
04/01/2013,03/31/2014,Excluded,MS 11,4,"7,655.63",
04/01/2014,03/31/2015,Excluded,MS 11,4,"7,885.30",
04/01/2012,03/31/2013,Excluded,MS 11,5,"7,692.97",
04/01/2013,03/31/2014,Excluded,MS 11,5,"7,885.29",
04/01/2014,03/31/2015,Excluded,MS 11,5,"8,121.85",
04/01/2012,03/31/2013,Excluded,MS 11,6,"7,923.77",
04/01/2013,03/31/2014,Excluded,MS 11,6,"8,121.86",
04/01/2014,03/31/2015,Excluded,MS 11,6,"8,365.52",
04/01/2012,03/31/2013,Excluded,MS 12,1,"7,176.86",
04/01/2013,03/31/2014,Excluded,MS 12,1,"7,356.28",
04/01/2014,03/31/2015,Excluded,MS 12,1,"7,576.97",
04/01/2012,03/31/2013,Excluded,MS 12,2,"7,392.16",
04/01/2013,03/31/2014,Excluded,MS 12,2,"7,576.96",
04/01/2014,03/31/2015,Excluded,MS 12,2,"7,804.27",
04/01/2012,03/31/2013,Excluded,MS 12,3,"7,613.94",
04/01/2013,03/31/2014,Excluded,MS 12,3,"7,804.29",
04/01/2014,03/31/2015,Excluded,MS 12,3,"8,038.42",
04/01/2012,03/31/2013,Excluded,MS 12,4,"7,842.35",
04/01/2013,03/31/2014,Excluded,MS 12,4,"8,038.41",
04/01/2014,03/31/2015,Excluded,MS 12,4,"8,279.56",
04/01/2012,03/31/2013,Excluded,MS 12,5,"8,077.62",
04/01/2013,03/31/2014,Excluded,MS 12,5,"8,279.56",
04/01/2014,03/31/2015,Excluded,MS 12,5,"8,527.95",
04/01/2012,03/31/2013,Excluded,MS 12,6,"8,319.96",
04/01/2013,03/31/2014,Excluded,MS 12,6,"8,527.96",
04/01/2014,03/31/2015,Excluded,MS 12,6,"8,783.80",
04/01/2012,03/31/2013,Excluded,MS 13,1,"7,535.72",
04/01/2013,03/31/2014,Excluded,MS 13,1,"7,724.11",
04/01/2014,03/31/2015,Excluded,MS 13,1,"7,955.83",
04/01/2012,03/31/2013,Excluded,MS 13,2,"7,761.78",
04/01/2013,03/31/2014,Excluded,MS 13,2,"7,955.82",
04/01/2014,03/31/2015,Excluded,MS 13,2,"8,194.49",
04/01/2012,03/31/2013,Excluded,MS 13,3,"7,994.63",
04/01/2013,03/31/2014,Excluded,MS 13,3,"8,194.50",
04/01/2014,03/31/2015,Excluded,MS 13,3,"8,440.34",
04/01/2012,03/31/2013,Excluded,MS 13,4,"8,234.48",
04/01/2013,03/31/2014,Excluded,MS 13,4,"8,440.34",
04/01/2014,03/31/2015,Excluded,MS 13,4,"8,693.55",
04/01/2012,03/31/2013,Excluded,MS 13,5,"8,481.50",
04/01/2013,03/31/2014,Excluded,MS 13,5,"8,693.54",
04/01/2014,03/31/2015,Excluded,MS 13,5,"8,954.35",
04/01/2012,03/31/2013,Excluded,MS 13,6,"8,735.96",
04/01/2013,03/31/2014,Excluded,MS 13,6,"8,954.36",
04/01/2014,03/31/2015,Excluded,MS 13,6,"9,222.99",
04/01/2012,03/31/2013,Excluded,MS 14,1,"7,912.49",
04/01/2013,03/31/2014,Excluded,MS 14,1,"8,110.30",
04/01/2014,03/31/2015,Excluded,MS 14,1,"8,353.61",
04/01/2012,03/31/2013,Excluded,MS 14,2,"8,149.88",
04/01/2013,03/31/2014,Excluded,MS 14,2,"8,353.63",
04/01/2014,03/31/2015,Excluded,MS 14,2,"8,604.24",
04/01/2012,03/31/2013,Excluded,MS 14,3,"8,394.37",
04/01/2013,03/31/2014,Excluded,MS 14,3,"8,604.23",
04/01/2014,03/31/2015,Excluded,MS 14,3,"8,862.36",
04/01/2012,03/31/2013,Excluded,MS 14,4,"8,646.19",
04/01/2013,03/31/2014,Excluded,MS 14,4,"8,862.34",
04/01/2014,03/31/2015,Excluded,MS 14,4,"9,128.21",
04/01/2012,03/31/2013,Excluded,MS 14,5,"8,905.59",
04/01/2013,03/31/2014,Excluded,MS 14,5,"9,128.23",
04/01/2014,03/31/2015,Excluded,MS 14,5,"9,402.08",
04/01/2012,03/31/2013,Excluded,MS 14,6,"9,172.75",
04/01/2013,03/31/2014,Excluded,MS 14,6,"9,402.07",
04/01/2014,03/31/2015,Excluded,MS 14,6,"9,684.13",
04/01/2012,03/31/2013,Excluded,MS 15,1,"8,308.13",
04/01/2013,03/31/2014,Excluded,MS 15,1,"8,515.83",
04/01/2014,03/31/2015,Excluded,MS 15,1,"8,771.30",
04/01/2012,03/31/2013,Excluded,MS 15,2,"8,557.37",
04/01/2013,03/31/2014,Excluded,MS 15,2,"8,771.30",
04/01/2014,03/31/2015,Excluded,MS 15,2,"9,034.44",
04/01/2012,03/31/2013,Excluded,MS 15,3,"8,814.09",
04/01/2013,03/31/2014,Excluded,MS 15,3,"9,034.44",
04/01/2014,03/31/2015,Excluded,MS 15,3,"9,305.47",
04/01/2012,03/31/2013,Excluded,MS 15,4,"9,078.50",
04/01/2013,03/31/2014,Excluded,MS 15,4,"9,305.46",
04/01/2014,03/31/2015,Excluded,MS 15,4,"9,584.62",
04/01/2012,03/31/2013,Excluded,MS 15,5,"9,350.87",
04/01/2013,03/31/2014,Excluded,MS 15,5,"9,584.64",
04/01/2014,03/31/2015,Excluded,MS 15,5,"9,872.18",
04/01/2012,03/31/2013,Excluded,MS 15,6,"9,631.38",
04/01/2013,03/31/2014,Excluded,MS 15,6,"9,872.16",
04/01/2014,03/31/2015,Excluded,MS 15,6,"10,168.32",
04/01/2012,03/31/2013,Excluded,PPS 09,1,"5,363.27",
04/01/2013,03/31/2014,Excluded,PPS 09,1,"5,497.35",
04/01/2014,03/31/2015,Excluded,PPS 09,1,"5,662.27",
04/01/2012,03/31/2013,Excluded,PPS 11,1,"5,576.35",
04/01/2013,03/31/2014,Excluded,PPS 11,1,"5,715.76",
04/01/2014,03/31/2015,Excluded,PPS 11,1,"5,887.23",
04/01/2012,03/31/2013,Excluded,PPS 21,1,"6,087.99",
04/01/2013,03/31/2014,Excluded,PPS 21,1,"6,240.19",
04/01/2014,03/31/2015,Excluded,PPS 21,1,"6,427.40",
04/01/2012,03/31/2013,Excluded,SCA 01,1,"3,547.60",
04/01/2013,03/31/2014,Excluded,SCA 01,1,"3,636.29",
04/01/2014,03/31/2015,Excluded,SCA 01,1,"3,745.38",
04/01/2012,03/31/2013,Excluded,SCA 01,2,"3,609.46",
04/01/2013,03/31/2014,Excluded,SCA 01,2,"3,699.70",
04/01/2014,03/31/2015,Excluded,SCA 01,2,"3,810.69",
04/01/2012,03/31/2013,Excluded,SCA 01,3,"3,665.16",
04/01/2013,03/31/2014,Excluded,SCA 01,3,"3,756.79",
04/01/2014,03/31/2015,Excluded,SCA 01,3,"3,869.49",
04/01/2012,03/31/2013,Excluded,SCA 02,1,"3,671.34",
04/01/2013,03/31/2014,Excluded,SCA 02,1,"3,763.12",
04/01/2014,03/31/2015,Excluded,SCA 02,1,"3,876.01",
04/01/2012,03/31/2013,Excluded,SCA 02,2,"3,733.22",
04/01/2013,03/31/2014,Excluded,SCA 02,2,"3,826.55",
04/01/2014,03/31/2015,Excluded,SCA 02,2,"3,941.35",
04/01/2012,03/31/2013,Excluded,SCA 02,3,"3,788.91",
04/01/2013,03/31/2014,Excluded,SCA 02,3,"3,883.63",
04/01/2014,03/31/2015,Excluded,SCA 02,3,"4,000.14",
04/01/2012,03/31/2013,Excluded,SCA 03,1,"3,795.10",
04/01/2013,03/31/2014,Excluded,SCA 03,1,"3,889.98",
04/01/2014,03/31/2015,Excluded,SCA 03,1,"4,006.68",
04/01/2012,03/31/2013,Excluded,SCA 03,2,"3,856.98",
04/01/2013,03/31/2014,Excluded,SCA 03,2,"3,953.40",
04/01/2014,03/31/2015,Excluded,SCA 03,2,"4,072.00",
04/01/2012,03/31/2013,Excluded,SCA 03,3,"3,912.66",
04/01/2013,03/31/2014,Excluded,SCA 03,3,"4,010.48",
04/01/2014,03/31/2015,Excluded,SCA 03,3,"4,130.79",
04/01/2012,03/31/2013,Excluded,SCA 04,1,"3,918.85",
04/01/2013,03/31/2014,Excluded,SCA 04,1,"4,016.82",
04/01/2014,03/31/2015,Excluded,SCA 04,1,"4,137.32",
04/01/2012,03/31/2013,Excluded,SCA 04,2,"3,980.73",
04/01/2013,03/31/2014,Excluded,SCA 04,2,"4,080.25",
04/01/2014,03/31/2015,Excluded,SCA 04,2,"4,202.66",
04/01/2012,03/31/2013,Excluded,SCA 04,3,"4,036.42",
04/01/2013,03/31/2014,Excluded,SCA 04,3,"4,137.33",
04/01/2014,03/31/2015,Excluded,SCA 04,3,"4,261.45",
04/01/2012,03/31/2013,Excluded,SCA 05,1,"4,042.60",
04/01/2013,03/31/2014,Excluded,SCA 05,1,"4,143.67",
04/01/2014,03/31/2015,Excluded,SCA 05,1,"4,267.98",
04/01/2012,03/31/2013,Excluded,SCA 05,2,"4,104.48",
04/01/2013,03/31/2014,Excluded,SCA 05,2,"4,207.09",
04/01/2014,03/31/2015,Excluded,SCA 05,2,"4,333.30",
04/01/2012,03/31/2013,Excluded,SCA 05,3,"4,160.16",
04/01/2013,03/31/2014,Excluded,SCA 05,3,"4,264.16",
04/01/2014,03/31/2015,Excluded,SCA 05,3,"4,392.08",
04/01/2012,03/31/2013,Excluded,SCA 06,1,"4,166.35",
04/01/2013,03/31/2014,Excluded,SCA 06,1,"4,270.51",
04/01/2014,03/31/2015,Excluded,SCA 06,1,"4,398.63",
04/01/2012,03/31/2013,Excluded,SCA 06,2,"4,228.23",
04/01/2013,03/31/2014,Excluded,SCA 06,2,"4,333.94",
04/01/2014,03/31/2015,Excluded,SCA 06,2,"4,463.96",
04/01/2012,03/31/2013,Excluded,SCA 06,3,"4,283.91",
04/01/2013,03/31/2014,Excluded,SCA 06,3,"4,391.01",
04/01/2014,03/31/2015,Excluded,SCA 06,3,"4,522.74",
04/01/2012,03/31/2013,Excluded,SCA 07,1,"4,290.10",
04/01/2013,03/31/2014,Excluded,SCA 07,1,"4,397.35",
04/01/2014,03/31/2015,Excluded,SCA 07,1,"4,529.27",
04/01/2012,03/31/2013,Excluded,SCA 07,2,"4,351.99",
04/01/2013,03/31/2014,Excluded,SCA 07,2,"4,460.79",
04/01/2014,03/31/2015,Excluded,SCA 07,2,"4,594.61",
04/01/2012,03/31/2013,Excluded,SCA 07,3,"4,407.68",
04/01/2013,03/31/2014,Excluded,SCA 07,3,"4,517.87",
04/01/2014,03/31/2015,Excluded,SCA 07,3,"4,653.41",
04/01/2012,03/31/2013,Excluded,SCA 08,1,"4,413.86",
04/01/2013,03/31/2014,Excluded,SCA 08,1,"4,524.21",
04/01/2014,03/31/2015,Excluded,SCA 08,1,"4,659.94",
04/01/2012,03/31/2013,Excluded,SCA 08,2,"4,475.75",
04/01/2013,03/31/2014,Excluded,SCA 08,2,"4,587.64",
04/01/2014,03/31/2015,Excluded,SCA 08,2,"4,725.27",
04/01/2012,03/31/2013,Excluded,SCA 08,3,"4,531.43",
04/01/2013,03/31/2014,Excluded,SCA 08,3,"4,644.72",
04/01/2014,03/31/2015,Excluded,SCA 08,3,"4,784.06",
04/01/2012,03/31/2013,Excluded,SCA 09,1,"4,537.62",
04/01/2013,03/31/2014,Excluded,SCA 09,1,"4,651.06",
04/01/2014,03/31/2015,Excluded,SCA 09,1,"4,790.59",
04/01/2012,03/31/2013,Excluded,SCA 09,2,"4,599.50",
04/01/2013,03/31/2014,Excluded,SCA 09,2,"4,714.49",
04/01/2014,03/31/2015,Excluded,SCA 09,2,"4,855.92",
04/01/2012,03/31/2013,Excluded,SCA 09,3,"4,655.19",
04/01/2013,03/31/2014,Excluded,SCA 09,3,"4,771.57",
04/01/2014,03/31/2015,Excluded,SCA 09,3,"4,914.72",
04/01/2012,03/31/2013,Excluded,SCA 10,1,"4,661.37",
04/01/2013,03/31/2014,Excluded,SCA 10,1,"4,777.90",
04/01/2014,03/31/2015,Excluded,SCA 10,1,"4,921.24",
04/01/2012,03/31/2013,Excluded,SCA 10,2,"4,723.24",
04/01/2013,03/31/2014,Excluded,SCA 10,2,"4,841.32",
04/01/2014,03/31/2015,Excluded,SCA 10,2,"4,986.56",
04/01/2012,03/31/2013,Excluded,SCA 10,3,"4,778.93",
04/01/2013,03/31/2014,Excluded,SCA 10,3,"4,898.40",
04/01/2014,03/31/2015,Excluded,SCA 10,3,"5,045.35",
04/01/2014,03/31/2015,Excluded,SCA 11,1,"5,051.90",
04/01/2014,03/31/2015,Excluded,SCA 11,2,"5,117.20",
04/01/2014,03/31/2015,Excluded,SCA 11,3,"5,176.01",
04/01/2012,03/31/2013,Excluded,SCC 01,1,"4,166.35",
04/01/2013,03/31/2014,Excluded,SCC 01,1,"4,270.51",
04/01/2014,03/31/2015,Excluded,SCC 01,1,"4,398.63",
04/01/2012,03/31/2013,Excluded,SCC 01,2,"4,228.23",
04/01/2013,03/31/2014,Excluded,SCC 01,2,"4,333.94",
04/01/2014,03/31/2015,Excluded,SCC 01,2,"4,463.96",
04/01/2012,03/31/2013,Excluded,SCC 01,3,"4,283.91",
04/01/2013,03/31/2014,Excluded,SCC 01,3,"4,391.01",
04/01/2014,03/31/2015,Excluded,SCC 01,3,"4,522.74",
04/01/2012,03/31/2013,Excluded,SCC 02,1,"4,290.10",
04/01/2013,03/31/2014,Excluded,SCC 02,1,"4,397.35",
04/01/2014,03/31/2015,Excluded,SCC 02,1,"4,529.27",
04/01/2012,03/31/2013,Excluded,SCC 02,2,"4,351.99",
04/01/2013,03/31/2014,Excluded,SCC 02,2,"4,460.79",
04/01/2014,03/31/2015,Excluded,SCC 02,2,"4,594.61",
04/01/2012,03/31/2013,Excluded,SCC 02,3,"4,407.68",
04/01/2013,03/31/2014,Excluded,SCC 02,3,"4,517.87",
04/01/2014,03/31/2015,Excluded,SCC 02,3,"4,653.41",
04/01/2012,03/31/2013,Excluded,SCC 03,1,"4,413.86",
04/01/2013,03/31/2014,Excluded,SCC 03,1,"4,524.21",
04/01/2014,03/31/2015,Excluded,SCC 03,1,"4,659.94",
04/01/2012,03/31/2013,Excluded,SCC 03,2,"4,475.75",
04/01/2013,03/31/2014,Excluded,SCC 03,2,"4,587.64",
04/01/2014,03/31/2015,Excluded,SCC 03,2,"4,725.27",
04/01/2012,03/31/2013,Excluded,SCC 03,3,"4,531.43",
04/01/2013,03/31/2014,Excluded,SCC 03,3,"4,644.72",
04/01/2014,03/31/2015,Excluded,SCC 03,3,"4,784.06",
04/01/2012,03/31/2013,Excluded,SCC 04,1,"4,537.62",
04/01/2013,03/31/2014,Excluded,SCC 04,1,"4,651.06",
04/01/2014,03/31/2015,Excluded,SCC 04,1,"4,790.59",
04/01/2012,03/31/2013,Excluded,SCC 04,2,"4,599.50",
04/01/2013,03/31/2014,Excluded,SCC 04,2,"4,714.49",
04/01/2014,03/31/2015,Excluded,SCC 04,2,"4,855.92",
04/01/2012,03/31/2013,Excluded,SCC 04,3,"4,655.19",
04/01/2013,03/31/2014,Excluded,SCC 04,3,"4,771.57",
04/01/2014,03/31/2015,Excluded,SCC 04,3,"4,914.72",
04/01/2012,03/31/2013,Excluded,SCC 05,1,"4,661.37",
04/01/2013,03/31/2014,Excluded,SCC 05,1,"4,777.90",
04/01/2014,03/31/2015,Excluded,SCC 05,1,"4,921.24",
04/01/2012,03/31/2013,Excluded,SCC 05,2,"4,723.24",
04/01/2013,03/31/2014,Excluded,SCC 05,2,"4,841.32",
04/01/2014,03/31/2015,Excluded,SCC 05,2,"4,986.56",
04/01/2012,03/31/2013,Excluded,SCC 05,3,"4,778.93",
04/01/2013,03/31/2014,Excluded,SCC 05,3,"4,898.40",
04/01/2014,03/31/2015,Excluded,SCC 05,3,"5,045.35",
04/01/2012,03/31/2013,Excluded,SCC 06,1,"4,785.13",
04/01/2013,03/31/2014,Excluded,SCC 06,1,"4,904.76",
04/01/2014,03/31/2015,Excluded,SCC 06,1,"5,051.90",
04/01/2012,03/31/2013,Excluded,SCC 06,2,"4,846.99",
04/01/2013,03/31/2014,Excluded,SCC 06,2,"4,968.16",
04/01/2014,03/31/2015,Excluded,SCC 06,2,"5,117.20",
04/01/2012,03/31/2013,Excluded,SCC 06,3,"4,902.68",
04/01/2013,03/31/2014,Excluded,SCC 06,3,"5,025.25",
04/01/2014,03/31/2015,Excluded,SCC 06,3,"5,176.01",
04/01/2012,03/31/2013,Excluded,SCC 07,1,"4,908.88",
04/01/2013,03/31/2014,Excluded,SCC 07,1,"5,031.60",
04/01/2014,03/31/2015,Excluded,SCC 07,1,"5,182.55",
04/01/2012,03/31/2013,Excluded,SCC 07,2,"4,970.76",
04/01/2013,03/31/2014,Excluded,SCC 07,2,"5,095.03",
04/01/2014,03/31/2015,Excluded,SCC 07,2,"5,247.88",
04/01/2012,03/31/2013,Excluded,SCC 07,3,"5,026.45",
04/01/2013,03/31/2014,Excluded,SCC 07,3,"5,152.11",
04/01/2014,03/31/2015,Excluded,SCC 07,3,"5,306.67",
04/01/2012,03/31/2013,Excluded,SCC 08,1,"5,032.63",
04/01/2013,03/31/2014,Excluded,SCC 08,1,"5,158.45",
04/01/2014,03/31/2015,Excluded,SCC 08,1,"5,313.20",
04/01/2012,03/31/2013,Excluded,SCC 08,2,"5,094.50",
04/01/2013,03/31/2014,Excluded,SCC 08,2,"5,221.86",
04/01/2014,03/31/2015,Excluded,SCC 08,2,"5,378.52",
04/01/2012,03/31/2013,Excluded,SCC 08,3,"5,150.19",
04/01/2013,03/31/2014,Excluded,SCC 08,3,"5,278.94",
04/01/2014,03/31/2015,Excluded,SCC 08,3,"5,437.31",
04/01/2014,03/31/2015,Excluded,SCC 09,1,"5,443.85",
04/01/2014,03/31/2015,Excluded,SCC 09,2,"5,509.17",
04/01/2014,03/31/2015,Excluded,SCC 09,3,"5,567.96",
04/01/2012,03/31/2013,Bargaining Unit,TR 01,1,,18.28
04/01/2013,03/31/2014,Bargaining Unit,TR 01,1,,18.74
04/01/2014,03/31/2015,Bargaining Unit,TR 01,1,,19.3
04/01/2012,03/31/2013,Bargaining Unit,TR 01,2,,18.81
04/01/2013,03/31/2014,Bargaining Unit,TR 01,2,,19.28
04/01/2014,03/31/2015,Bargaining Unit,TR 01,2,,19.86
04/01/2012,03/31/2013,Bargaining Unit,TR 01,3,,19.35
04/01/2013,03/31/2014,Bargaining Unit,TR 01,3,,19.84
04/01/2014,03/31/2015,Bargaining Unit,TR 01,3,,20.43
04/01/2012,03/31/2013,Bargaining Unit,TR 02,1,,18.81
04/01/2013,03/31/2014,Bargaining Unit,TR 02,1,,19.28
04/01/2014,03/31/2015,Bargaining Unit,TR 02,1,,19.86
04/01/2012,03/31/2013,Bargaining Unit,TR 02,2,,19.35
04/01/2013,03/31/2014,Bargaining Unit,TR 02,2,,19.84
04/01/2014,03/31/2015,Bargaining Unit,TR 02,2,,20.43
04/01/2012,03/31/2013,Bargaining Unit,TR 02,3,,19.91
04/01/2013,03/31/2014,Bargaining Unit,TR 02,3,,20.41
04/01/2014,03/31/2015,Bargaining Unit,TR 02,3,,21.02
04/01/2012,03/31/2013,Bargaining Unit,TR 03,1,,19.35
04/01/2013,03/31/2014,Bargaining Unit,TR 03,1,,19.84
04/01/2014,03/31/2015,Bargaining Unit,TR 03,1,,20.43
04/01/2012,03/31/2013,Bargaining Unit,TR 03,2,,19.91
04/01/2013,03/31/2014,Bargaining Unit,TR 03,2,,20.41
04/01/2014,03/31/2015,Bargaining Unit,TR 03,2,,21.02
04/01/2012,03/31/2013,Bargaining Unit,TR 03,3,,20.5
04/01/2013,03/31/2014,Bargaining Unit,TR 03,3,,21.01
04/01/2014,03/31/2015,Bargaining Unit,TR 03,3,,21.64
04/01/2012,03/31/2013,Bargaining Unit,TR 04,1,,19.91
04/01/2013,03/31/2014,Bargaining Unit,TR 04,1,,20.41
04/01/2014,03/31/2015,Bargaining Unit,TR 04,1,,21.02
04/01/2012,03/31/2013,Bargaining Unit,TR 04,2,,20.5
04/01/2013,03/31/2014,Bargaining Unit,TR 04,2,,21.01
04/01/2014,03/31/2015,Bargaining Unit,TR 04,2,,21.64
04/01/2012,03/31/2013,Bargaining Unit,TR 04,3,,21.09
04/01/2013,03/31/2014,Bargaining Unit,TR 04,3,,21.62
04/01/2014,03/31/2015,Bargaining Unit,TR 04,3,,22.27
04/01/2012,03/31/2013,Bargaining Unit,TR 05,1,,20.5
04/01/2013,03/31/2014,Bargaining Unit,TR 05,1,,21.01
04/01/2014,03/31/2015,Bargaining Unit,TR 05,1,,21.64
04/01/2012,03/31/2013,Bargaining Unit,TR 05,2,,21.09
04/01/2013,03/31/2014,Bargaining Unit,TR 05,2,,21.62
04/01/2014,03/31/2015,Bargaining Unit,TR 05,2,,22.27
04/01/2012,03/31/2013,Bargaining Unit,TR 05,3,,21.71
04/01/2013,03/31/2014,Bargaining Unit,TR 05,3,,22.25
04/01/2014,03/31/2015,Bargaining Unit,TR 05,3,,22.92
04/01/2012,03/31/2013,Bargaining Unit,TR 06,1,,21.09
04/01/2013,03/31/2014,Bargaining Unit,TR 06,1,,21.62
04/01/2014,03/31/2015,Bargaining Unit,TR 06,1,,22.27
04/01/2012,03/31/2013,Bargaining Unit,TR 06,2,,21.71
04/01/2013,03/31/2014,Bargaining Unit,TR 06,2,,22.25
04/01/2014,03/31/2015,Bargaining Unit,TR 06,2,,22.92
04/01/2012,03/31/2013,Bargaining Unit,TR 06,3,,22.33
04/01/2013,03/31/2014,Bargaining Unit,TR 06,3,,22.89
04/01/2014,03/31/2015,Bargaining Unit,TR 06,3,,23.58
04/01/2012,03/31/2013,Bargaining Unit,TR 07,1,,21.71
04/01/2013,03/31/2014,Bargaining Unit,TR 07,1,,22.25
04/01/2014,03/31/2015,Bargaining Unit,TR 07,1,,22.92
04/01/2012,03/31/2013,Bargaining Unit,TR 07,2,,22.33
04/01/2013,03/31/2014,Bargaining Unit,TR 07,2,,22.89
04/01/2014,03/31/2015,Bargaining Unit,TR 07,2,,23.58
04/01/2012,03/31/2013,Bargaining Unit,TR 07,3,,22.97
04/01/2013,03/31/2014,Bargaining Unit,TR 07,3,,23.55
04/01/2014,03/31/2015,Bargaining Unit,TR 07,3,,24.25
04/01/2012,03/31/2013,Bargaining Unit,TR 08,1,,22.33
04/01/2013,03/31/2014,Bargaining Unit,TR 08,1,,22.89
04/01/2014,03/31/2015,Bargaining Unit,TR 08,1,,23.58
04/01/2012,03/31/2013,Bargaining Unit,TR 08,2,,22.97
04/01/2013,03/31/2014,Bargaining Unit,TR 08,2,,23.55
04/01/2014,03/31/2015,Bargaining Unit,TR 08,2,,24.25
04/01/2012,03/31/2013,Bargaining Unit,TR 08,3,,23.64
04/01/2013,03/31/2014,Bargaining Unit,TR 08,3,,24.23
04/01/2014,03/31/2015,Bargaining Unit,TR 08,3,,24.96
04/01/2012,03/31/2013,Bargaining Unit,TR 09,1,,22.97
04/01/2013,03/31/2014,Bargaining Unit,TR 09,1,,23.55
04/01/2014,03/31/2015,Bargaining Unit,TR 09,1,,24.25
04/01/2012,03/31/2013,Bargaining Unit,TR 09,2,,23.64
04/01/2013,03/31/2014,Bargaining Unit,TR 09,2,,24.23
04/01/2014,03/31/2015,Bargaining Unit,TR 09,2,,24.96
04/01/2012,03/31/2013,Bargaining Unit,TR 09,3,,24.33
04/01/2013,03/31/2014,Bargaining Unit,TR 09,3,,24.94
04/01/2014,03/31/2015,Bargaining Unit,TR 09,3,,25.68
04/01/2012,03/31/2013,Bargaining Unit,TR 10,1,,23.64
04/01/2013,03/31/2014,Bargaining Unit,TR 10,1,,24.23
04/01/2014,03/31/2015,Bargaining Unit,TR 10,1,,24.96
04/01/2012,03/31/2013,Bargaining Unit,TR 10,2,,24.33
04/01/2013,03/31/2014,Bargaining Unit,TR 10,2,,24.94
04/01/2014,03/31/2015,Bargaining Unit,TR 10,2,,25.68
04/01/2012,03/31/2013,Bargaining Unit,TR 10,3,,25.04
04/01/2013,03/31/2014,Bargaining Unit,TR 10,3,,25.66
04/01/2014,03/31/2015,Bargaining Unit,TR 10,3,,26.43
04/01/2012,03/31/2013,Bargaining Unit,TR 11,1,,24.33
04/01/2013,03/31/2014,Bargaining Unit,TR 11,1,,24.94
04/01/2014,03/31/2015,Bargaining Unit,TR 11,1,,25.68
04/01/2012,03/31/2013,Bargaining Unit,TR 11,2,,25.04
04/01/2013,03/31/2014,Bargaining Unit,TR 11,2,,25.66
04/01/2014,03/31/2015,Bargaining Unit,TR 11,2,,26.43
04/01/2012,03/31/2013,Bargaining Unit,TR 11,3,,25.76
04/01/2013,03/31/2014,Bargaining Unit,TR 11,3,,26.41
04/01/2014,03/31/2015,Bargaining Unit,TR 11,3,,27.2
04/01/2012,03/31/2013,Bargaining Unit,TR 12,1,,25.04
04/01/2013,03/31/2014,Bargaining Unit,TR 12,1,,25.66
04/01/2014,03/31/2015,Bargaining Unit,TR 12,1,,26.43
04/01/2012,03/31/2013,Bargaining Unit,TR 12,2,,25.76
04/01/2013,03/31/2014,Bargaining Unit,TR 12,2,,26.41
04/01/2014,03/31/2015,Bargaining Unit,TR 12,2,,27.2
04/01/2012,03/31/2013,Bargaining Unit,TR 12,3,,26.51
04/01/2013,03/31/2014,Bargaining Unit,TR 12,3,,27.18
04/01/2014,03/31/2015,Bargaining Unit,TR 12,3,,27.99
04/01/2012,03/31/2013,Bargaining Unit,TR 13,1,,25.76
